,text,place,long,lat,clean_text,GPE,FAC,ORG,LOC
137,I wish I could be more affectionate,029dd1f28dbd3d26,-122.321203,37.986686,I wish I could be more affectionate,[],[],[],[]
138,@Juliemuaa orale,fbd6d2f5a4e4a15e,-120.58373600000002,37.273675,at Juliemuaa orale,[],[Juliemuaa orale],[],[]
139,Thanks @katmindoo for taking the time to pose for me today. Please check out her link and donate… https://t.co/NHAiqdU4Nd,,-122.24600000000001,37.8428,Thanks at katmindoo for taking the time to pose for me today. Please check out her link and donate,[],[],[],[]
140,Today my kids laid their cousin to rest! To see them hurting is a pain I can’t deal with!… https://t.co/EpDUkVxscx,,-122.271,37.8044,Today my kids laid their cousin to rest! To see them hurting is a pain I cant deal with!,[],[],[],[]
141,"Im at @InNOutBurger in Millbrae, CA https://t.co/vJsl3grm3m",,-122.382426,37.600821999999994,"Im at at InNOutBurger in Millbrae, CA","[Millbrae, CA]",[],[],[]
142,@Yazmine_209 did you go to their website? The link is on their twitter page 😊,676c3e6a1e0642db,-120.62163899999999,37.367164,at Yazmine209 did you go to their website? The link is on their twitter page ,[],[],[],[]
143,These beauties are destined for @beauregardwine. Come up this Saturday for a sumptuous pairing… https://t.co/oVlBDi4LtN,,-122.00662700000001,37.061137,These beauties are destined for at beauregardwine. Come up this Saturday for a sumptuous pairing,[],[],[],[]
144,I knew just what to wish for! #aa @JohnHallLA got me the perfect #cake #soberbirthday @ San… https://t.co/pYfTVMGD53,,-122.41799999999999,37.775,I knew just what to wish for! aa at JohnHallLA got me the perfect cake soberbirthday at  San,[],[],[],[]
145,"Silken soul & a bite (@ Philz Coffee in South San Francisco, CA) https://t.co/Ms2a3y0dxN","South San Francisco, CA",-122.45227870000001,37.64417923,"Silken soul  a bite at  Philz Coffee in South San Francisco, CA","[South San Francisco,, CA]",[],[Philz Coffee],[]
146,"This weekend at @TheGrandSF 

Latino Fridays: Birthday Event for @chuygomez 

DMP Saturday:… https://t.co/iBChHXt2lo",,-122.39787,37.779089899999995,This weekend at at TheGrandSF Latino Fridays: Birthday Event for at chuygomez DMP Saturday:,[],[],[],[]
148,@GuyKawasaki is speaking onstage at #icsf! One of my favorite people to follow online!,5a110d312052166f,-122.41076399999999,37.785514,at GuyKawasaki is speaking onstage at icsf! One of my favorite people to follow online!,[],[],[],[]
149,"Itching to be a part of a huge organization that speaks to our youth. Change is coming, I can feel it.",5ef5b7f391e30aff,-122.274166,37.863901,"Itching to be a part of a huge organization that speaks to our youth. Change is coming, I can feel it.",[],[],[],[]
150,What are you gon do when i finness you out ya racks ? 💰💰💰,8af346f16e955392,-122.04036,37.589936,What are you gon do when i finness you out ya racks ? ,[],[],[],[]
152,"Entwine Series
Fri yAY!!!! This is the middle section of a Panoramic format painting. Instagram… https://t.co/tcOEZ49JqC",,-120.995,37.6615,Entwine SeriesFri yAY!!!! This is the middle section of a Panoramic format painting. Instagram,[],[],[],[]
153,Drinking an Isometric by @AlmanacBeer @ Almanac Beer Co. Barrel House & Taproom — https://t.co/euxTzGKMQZ,,-122.29899999999999,37.7832,Drinking an Isometric by at AlmanacBeer at  Almanac Beer Co. Barrel House  Taproom ,[],[],[],[]
154,@ariaunaaaaa YOU LOST YOUR HAND!,50df1c2f85d2654d,-121.96856100000001,38.330593,at ariaunaaaaa YOU LOST YOUR HAND!,[],[],[],[]
155,I did both cz i smoke both,483f653fcdc595c0,-120.477525,37.32477,I did both cz i smoke both,[],[],[],[]
156,Another item checked off! Sign working and permits approved. #downtowncampbell #boilermakerpub… https://t.co/Fal0KJTYRd,,-121.955,37.2839,Another item checked off! Sign working and permits approved. downtowncampbell boilermakerpub,[],[],[downtowncampbell],[]
157,when she says she not a hoe http://t.co/NaiR7rfwmf,7d62cffe6f98f349,-121.87136799999999,37.343821999999996,when she says she not a hoe,[],[],[],[]
158,"#bigtrucks @ Santa Nella, California https://t.co/vyfyncFKC6",,-122.96600000000001,38.4972,"bigtrucks at  Santa Nella, California","[Santa Nella, California]",[],[],[]
159,my next relationship is gonna be so lowkey 😩,6ef29a7e78ca38a5,-121.871457,37.424409000000004,my next relationship is gonna be so lowkey ,[],[],[],[]
160,HES A GUY TOO WTFF. http://t.co/ISGwbmstqy,7d62cffe6f98f349,-121.834521,37.32462,HES A GUY TOO WTFF.,[],[],[],[]
161,"@JoyceCarolOates I noticed your flier at Revolution, just across the street. I apologize, but I’m much more 1-1. I wrote a paper on 1971’s Wonderland, for Professor Smith’s Literary Representations of the Body. It spoke to my depression, then; she u","University of California, Berkeley",-122.2601179,37.86790016,"at JoyceCarolOates I noticed your flier at Revolution, just across the street. I apologize, but Im much more 1-1. I wrote a paper on 1971s Wonderland, for Professor Smiths Literary Representations of the Body. It spoke to my depression, then; she u",[],[],[Revolution],[]
162,@Elliicciiaa_ Spanish,b75eb8ff7e1eb2dc,-121.728412,38.005287,at Elliicciiaa Spanish,[],[],[],[]
163, Just paL-ing around on the way to paradise... #goldengatebridge #marinheadlands #seenonmyride @… https://t.co/AZRv5iC0Tc, San Francisco; CA,-122.47819640000002,37.80041672, Just paL-ing around on the way to paradise... goldengatebridge marinheadlands seenonmyride at ,[goldengatebridge],[],[],[]
164, Who Is Ahmad Khan Rahami? What we know. https://t.co/oS1HanH2OP, San Jose; CA,-121.89176640000001,37.3324843, Who Is Ahmad Khan Rahami? What we know.,[],[],[],[]
165,rlly craving milk rn,7d62cffe6f98f349,-121.89241299999999,37.372962,rlly craving milk rn,[],[],[],[]
166," I'm at Samsung Research America in Mountain View, CA https://t.co/trMJEPk5T3", Mountain View; CA,-122.04770690000001,37.40213647," Im at Samsung Research America in Mountain View, CA","[Mountain View, CA]",[],[Samsung Research America],[]
167,@MarrissaAnnyse Haha you exposed yourself I was just going along w it! Lol,7d62cffe6f98f349,-121.88731999999999,37.360527000000005,at MarrissaAnnyse Haha you exposed yourself I was just going along w it! Lol,[],[],[],[]
168,Book your #vsteam #online and save 10%! Only a few left! Use Code when booking! Link in… https://t.co/Cu8cux6qoc,"Oakland, CA",-122.27006999999999,37.804159999999996,Book your vsteam online and save 10! Only a few left! Use Code when booking! Link in,[],[],[],[]
169,Yay my moms getting china garden,b1b6fc646de75904,-120.869597,37.051885999999996,Yay my moms getting china garden,[],[],[],[]
170,"@Scott_Wiener No one is good, no one is kind, and no one is true. How about you?",The Sanchez Throne,-122.4301993,37.75726593,"at ScottWiener No one is good, no one is kind, and no one is true. How about you?",[],[],[],[]
172,#FreePalestine #PrayForGaza #PrayForIsrael,029dd1f28dbd3d26,-122.332154,37.936008,FreePalestine PrayForGaza PrayForIsrael,[],[],[],[]
173,You really know who the real ass friends are on a day like this,7d62cffe6f98f349,-121.95719299999999,37.319978000000006,You really know who the real ass friends are on a day like this,[],[],[],[]
174,A big cluster of my work now hanging at workshopsf If you are looking for something in a… https://t.co/verXeT1vEv,,-122.44147,37.777570000000004,A big cluster of my work now hanging at workshopsf If you are looking for something in a,[],[],[],[]
175,No,89e82c687111f62b,-120.941589,37.721249,No,[],[],[],[]
176,"#Education #System #Fail'ed to #Unite #Ukraine, But There Is #Hope if #Diversity is Embraced | @EpochTimes http://t.co/aDtNlIG02k #Russia ☮?",5ef5b7f391e30aff,-122.27043799999998,37.871673,"Education System Failed to Unite Ukraine, But There Is Hope if Diversity is Embraced  at EpochTimes Russia ?",[Ukraine],[],[],[]
177,Thanks for the picture. You're a true homie 🙌 I regret not buying a signed copy of your album @anthonyli http://t.co/8Nuo2b79VF,4b58830723ec6371,-121.95703999999999,37.391166,Thanks for the picture. Youre a true homie  I regret not buying a signed copy of your album at anthonyli,[],[],[anthonyli],[]
178,"46 of 365: Another one of my favorite #paintings!

Had an office job before I did hair. My… https://t.co/4jZlOUq9zp",,-122.026252,36.97205,46 of 365: Another one of my favorite paintings!Had an office job before I did hair. My,[],[],[],[]
179,Enjoying a beautiful ocean sunset from around the Lighthouse Field State Beach. This was during… https://t.co/KtDv3jnTqR,,-122.02799999999999,36.9519,Enjoying a beautiful ocean sunset from around the Lighthouse Field State Beach. This was during,[],[],[],[the Lighthouse Field State Beach]
180,“@missbrittaany: You can't keep kissing strangers and pretend that it's him”,50df1c2f85d2654d,-121.94668600000001,38.357744,at missbrittaany: You cant keep kissing strangers and pretend that its him,[],[],[],[]
181,@maniiloco never too late to nap,aa30747001a23f03,-121.963826,37.815234999999994,at maniiloco never too late to nap,[],[],[],[]
182,"""Face Stool,"" by Museum Studios Artist Nancy Woods.  Discover repurposed and re-imagined usable… https://t.co/Ea1oWGGpYc",,-122.3820946,37.59443282,"Face Stool, by Museum Studios Artist Nancy Woods.  Discover repurposed and re-imagined usable",[],[],[Museum Studios],[]
183,"It’s been a while 🍜 (@ Turtle Tower Restaurant - @turtletowersf in San Francisco, CA) https://t.co/x7e16gDc4b","San Francisco, CA",-122.48091509999999,37.78040391,"Its been a while  at  Turtle Tower Restaurant - at turtletowersf in San Francisco, CA","[San Francisco, CA]",[],[Turtle Tower Restaurant],[]
184,@uglyyguts where she go?!,fbd6d2f5a4e4a15e,-121.93507199999999,38.266107,at uglyyguts where she go?!,[],[],[],[]
185, Hello #magnificent #paintedlady #Pacificheights #sanfrancisco #luxury #realestate $7.5… https://t.co/sukDUGf3X9, San Francisco; CA,-122.41799999999999,37.775, Hello magnificent paintedlady Pacificheights sanfrancisco luxury realestate 7.5,[sanfrancisco],[],[],[]
186,@JenSelter hi jen have a good day,5ecbd073f39c00fa,-122.090566,37.64284,at JenSelter hi jen have a good day,[],[],[],[]
188,Now Hiring: Speech Language Pathologist | EDU Healthcare: US - CA - Watsonville | https://t.co/YF0JwZhJHf #jobs,,-121.782524,36.941261,Now Hiring: Speech Language Pathologist  EDU Healthcare: US - CA - Watsonville  jobs,[US],[],[],[]
189," #Art #LoveIsNasty 😏😏😏😏 @ Oakland, California https://t.co/w0NGe82hzf", Oakland; CA,-122.271,37.8044," Art LoveIsNasty  at  Oakland, California","[Oakland, California]",[],[],[]
190,"GuyKawasaki discussing enchantment and the beauty of crows feet. We aren’t getting older, just enchanting http://t.co/Q42nbStyvC #ICSF",5a110d312052166f,-122.410675,37.785408000000004,"GuyKawasaki discussing enchantment and the beauty of crows feet. We arent getting older, just enchanting ICSF",[],[],[],[]
191,@Sliwinski @DevRelCallum @amzeratul He cannot help himself,"California, USA",-122.3940716,37.61839837,at Sliwinski at DevRelCallum at amzeratul He cannot help himself,[],[],[],[]
192,Lol olds pictures ain't koo,ebd427773b31cb21,-121.873103,38.014593,Lol olds pictures aint koo,[],[],[],[]
193,Time to drag it up on this muggy Hump Day! (@ Cowboy's House) http://t.co/be3jEZjqLT,30344aecffe6a491,-121.998494,37.580234999999995,Time to drag it up on this muggy Hump Day! at  Cowboys House,[],[],[Cowboys House],[]
194," Unlock your potential, it is never ever ever late. Leila Swenson is leading Happy Flow at 5:20pm… https://t.co/mH1uNUGidj", San Francisco; CA,-122.40888999999999,37.800109899999995," Unlock your potential, it is never ever ever late. Leila Swenson is leading Happy Flow at 5:20pm",[],[],[Happy Flow],[]
195,"Im at Chumasero Park in San Francisco, CA https://t.co/gitT5GJdoK https://t.co/GoUxmlJRif",,-122.4734124,37.71397215,"Im at Chumasero Park in San Francisco, CA","[San Francisco, CA]",[Chumasero Park],[],[]
196,"Black.lives.matter. 
#blacklivesmatter #hardwalk #sanfrancisco #missiondistrict #entrepreneurs… https://t.co/65RHcOCl1z",,-122.42,37.76,Black.lives.matter. blacklivesmatter hardwalk sanfrancisco missiondistrict entrepreneurs,[],[],[],[]
197,"I'm at Brickhouse Cafe - @brickhousesf in San Francisco, CA https://t.co/IHjLsZOc1b","San Francisco, CA",-122.3951797,37.779614,"Im at Brickhouse Cafe - at brickhousesf in San Francisco, CA","[San Francisco, CA]",[],[Brickhouse Cafe],[]
198,ThexWonderxBoy,7b5667de9caf1b92,-122.20986299999998,38.129816,ThexWonderxBoy,[],[],[],[]
199,Everything is sore 😭😫I can't even walk up the stairs.,09d7cfd44170d537,-121.91431200000001,36.977045000000004,Everything is sore I cant even walk up the stairs.,[],[],[],[]
201,What a nice day to grab some of our awesome 😎 tacos for lunch! 11:30-1:30 here at 200 marina… https://t.co/8u7SMoFZRd,,-122.399,37.6849,What a nice day to grab some of our awesome  tacos for lunch! 11:30-1:30 here at 200 marina,[],[],[],[]
202," Weather now: broken clouds, 55°F, 1 mph south wind. https://t.co/Jz1tlOOONV", San Francisco; CA,-122.414876,37.78678264," Weather now: broken clouds, 55F, 1 mph south wind.",[],[],[],[]
203,"COPE Delegates meeting (@ South Bay Labor Council in San Jose, CA) https://t.co/4RtF1InLxC",,-121.87947549999998,37.29644579,"COPE Delegates meeting at  South Bay Labor Council in San Jose, CA","[San Jose, CA]",[],[],[]
204," I'm at Bernal Intermediate in San Jose, CA https://t.co/j96X9fJiX7", San Jose; CA,-121.7901524,37.22748734," Im at Bernal Intermediate in San Jose, CA","[San Jose, CA]",[],[Bernal Intermediate],[]
205, Fog in #TheBay adding it's mysterious beauty to the experience… https://t.co/FCsNk3VU2m, California; USA,-122.47846000000001,37.8183, Fog in TheBay adding its mysterious beauty to the experience,[],[TheBay],[],[]
206,i do everything that's bad for me,159279f05be2ade4,-121.77822900000001,37.659671,i do everything thats bad for me,[],[],[],[]
207,"Monday feels 😙💨🎶🎵today☀️ 📸 @dannykaea 
.
.
.
Shot on 📸 #djispark 
.
.
.
.
.
.
📛 Tags 
#drone… https://t.co/0qaJeAQzU0",,-122.3897753,37.77854483,Monday feels today  at dannykaea ...Shot on  djispark ...... Tags drone,[],[],[],[]
208,"If you missed # Officallyalldolled launch..
Let me just say this is just the beginning 
Tune in… https://t.co/q2jzcovMCc",,-122.275,37.8718,If you missed  Officallyalldolled launch..Let me just say this is just the beginning Tune in,[],[],[],[]
209,"We're ready 😌 #TiEcon2019 #TiEcon @ Santa Clara, California https://t.co/fNObIFxT7l","Santa Clara, CA",-121.9444,37.3471,"Were ready  TiEcon2019 TiEcon at  Santa Clara, California","[Santa Clara, California]",[],[],[]
210,"Im at Nanis House in San Bruno, CA https://t.co/NlFLNKfMqT",,-122.4184108,37.63409681,"Im at Nanis House in San Bruno, CA","[San Bruno, CA]",[],[Nanis House],[]
211,"When the 🎤 hits your 🎼 like a big 💮, that's amore!","San Francisco, CA",-122.48223999999999,37.796741,"When the  hits your  like a big , thats amore!",[],[],[],[]
212,Respect ze pouch http://t.co/X6uluZ1Mz7,7d62cffe6f98f349,-121.89381100000001,37.272735,Respect ze pouch,[],[],[],[]
213,2019 Mercedes-Benz A-Class is a 21st-century hatch - Roadshow https://t.co/G9A0Juw94e @cnet-roadshow https://t.co/x3BYgDkLRY,,-121.57834140000001,37.01910538,2019 Mercedes-Benz A-Class is a 21st-century hatch - Roadshow at cnet-roadshow,[],[],[Mercedes-Benz],[]
214,“@wednxsday_: lmao kevin &amp; ruby are so gay.”💯,483f653fcdc595c0,-120.47498300000001,37.28836,at wednxsday: lmao kevin amp; ruby are so gay.,[],[],[],[]
215,@jaimin8talvin that's something @lizzyramirez_ would say lmao 😂,2ecc2108e9d5d658,-122.31501599999999,38.001707,at jaimin8talvin thats something at lizzyramirez would say lmao ,[],[],[],[]
216,@jacob_rake @mollyscheid65 http://t.co/PUENsXiKA7,159279f05be2ade4,-121.755697,37.69177,at jacobrake at mollyscheid65,[],[],[],[]
217,"Weve got plenty of craft beers, beer flights, and cocktails for you to enjoy in this awesome… https://t.co/Q29sD2atb1",,-122.07996999999999,37.39389,"Weve got plenty of craft beers, beer flights, and cocktails for you to enjoy in this awesome",[],[],[],[]
218,Judging started fresh with this lovely flight #adijudging2018 @ The Lodge At Tiburon https://t.co/j7ZUyXFHwW,"Tiburon, CA",-122.4574216,37.874618100000006,Judging started fresh with this lovely flight adijudging2018 at  The Lodge At Tiburon,[],[The Lodge At Tiburon],[],[]
219,ITS MOVING AGH,fbd6d2f5a4e4a15e,-122.386401,37.612809999999996,ITS MOVING AGH,[],[],[],[]
220,"""@Nashgrier: Look who FaceTimed me today 😊 http://t.co/vVL8JLt48J""AWWWWW!!",7d62cffe6f98f349,-121.867724,37.390151,at Nashgrier: Look who FaceTimed me today ,[],[],[],[]
221,@__millen can divide by Zero,fbd6d2f5a4e4a15e,-121.864906,37.721973999999996,at millen can divide by Zero,[],[],[],[]
222, Ernie's so beautiful!  ♡♡♡ @ All Season Restaurant https://t.co/ZQQevsQYuT, San Francisco; CA,-122.43898,37.743840000000006, Ernies so beautiful!   at  All Season Restaurant,[],[],[All Season Restaurant],[]
